,Total Amount Funded,Monthly PAYMENT,Home Ownership,Monthly Income,Approx. Fico Score,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Last Delinquency,Last Record,EmployedCat,Status
222,1000,32.44,MORTGAGE,6097.0,695.0,42.0,16701.0,73.9,1.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
223,1000,32.44,RENT,2800.0,695.0,25.0,6331.0,77.2,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
224,1000,32.45,RENT,850.0,732.0,9.0,5360.0,60.2,4.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Delinquent
225,1000,32.45,RENT,4274.85,695.0,8.0,9849.0,84.9,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
226,1000,32.45,RENT,833.33,695.0,24.0,5771.0,17.4,3.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
227,1000,32.45,OWN,3333.33,695.0,25.0,1529.0,16.3,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
230,1000,32.55,MORTGAGE,2832.5,695.0,11.0,4485.0,36.9,1.0,JUST NOW,JUST NOW,0_TO_4_YRS,Delinquent
231,1000,32.55,MORTGAGE,3000.0,695.0,39.0,5120.0,51.2,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
232,1000,32.55,RENT,3000.0,695.0,12.0,6260.0,68.0,0.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
233,1000,32.55,MORTGAGE,4583.33,732.0,32.0,23983.0,96.7,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
234,1000,32.56,OWN,1200.0,695.0,15.0,7600.0,74.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
235,1000,32.56,RENT,3333.33,695.0,20.0,1024.0,78.8,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
236,1000,32.58,RENT,1000.0,732.0,7.0,849.0,28.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
237,1000,32.58,RENT,2800.0,732.0,8.0,2432.0,97.3,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
239,1000,32.61,RENT,1833.33,695.0,4.0,6720.0,101.8,2.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
240,1075,32.61,RENT,3166.67,770.0,14.0,6658.0,25.2,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
241,1000,32.62,MORTGAGE,2916.67,732.0,4.0,963.0,87.5,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
242,1000,32.62,RENT,3600.0,669.0,9.0,2101.0,72.4,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
243,1000,32.63,MORTGAGE,4130.0,732.0,20.0,7962.0,86.5,5.0,LAST TEN,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
244,1000,32.63,RENT,5333.33,695.0,17.0,4338.0,48.7,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
245,1000,32.63,OWN,2500.0,732.0,17.0,1411.0,7.3,5.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
246,1050,32.67,MORTGAGE,2600.0,732.0,16.0,4061.0,73.8,1.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
247,1000,32.72,MORTGAGE,2683.2,732.0,23.0,0.0,0.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
248,1000,32.74,RENT,3000.0,732.0,10.0,3401.0,89.5,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
249,1000,32.74,MORTGAGE,2200.0,732.0,9.0,0.0,0.0,0.0,LAST YEAR,NEVER,PRES_NOT_EMPLOYED,Delinquent
250,1000,32.74,RENT,2200.0,695.0,6.0,1895.0,90.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
251,1000,32.74,RENT,2000.0,732.0,11.0,4418.0,40.9,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
252,1000,32.74,RENT,3333.33,695.0,5.0,3357.0,61.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
253,1000,32.74,RENT,2500.0,695.0,8.0,4558.0,52.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
254,1000,32.74,OWN,5000.0,695.0,24.0,22939.0,95.6,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
255,1000,32.74,MORTGAGE,3083.33,695.0,18.0,12146.0,86.1,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
256,1000,32.74,RENT,2782.33,695.0,21.0,0.0,0.0,0.0,LAST FIVE,LAST TEN,0_TO_4_YRS,Not Delinquent
257,1000,32.8,RENT,3500.0,695.0,24.0,2305.0,22.8,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
258,1000,32.8,OWN,1400.0,695.0,24.0,3096.0,88.5,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
259,1000,32.81,RENT,600.0,732.0,7.0,1552.0,9.1,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
260,1000,32.81,OWN,800.0,732.0,8.0,486.0,21.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
261,1000,32.81,MORTGAGE,8166.67,695.0,36.0,10333.0,28.2,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
262,1000,32.81,RENT,4887.5,732.0,38.0,5684.0,26.2,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
263,1000,32.87,RENT,4833.33,695.0,24.0,16302.0,71.8,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
264,1000,32.88,RENT,2916.67,695.0,6.0,199.0,2.3,1.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
265,1000,32.88,MORTGAGE,4628.0,695.0,23.0,22557.0,98.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
266,1000,32.92,MORTGAGE,1450.0,732.0,23.0,0.0,0.0,1.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
267,1000,32.92,RENT,650.0,695.0,13.0,1112.0,92.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
268,1000,32.97,MORTGAGE,3000.0,732.0,4.0,2287.0,15.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
269,1000,32.97,MORTGAGE,2100.0,695.0,17.0,7569.0,74.2,2.0,LAST TEN,NEVER,0_TO_4_YRS,Delinquent
270,1000,32.97,OWN,2100.0,695.0,9.0,6.0,0.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
271,1000,32.97,MORTGAGE,4800.0,695.0,20.0,3990.0,14.8,0.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
273,1000,32.98,RENT,1976.0,732.0,6.0,1763.0,63.0,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
274,1000,32.98,RENT,1900.0,732.0,3.0,460.0,13.5,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
275,1000,32.98,RENT,1400.0,695.0,9.0,1805.0,46.3,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
276,1000,32.98,OWN,4583.33,695.0,10.0,4118.0,62.4,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
277,1000,32.98,MORTGAGE,3500.0,695.0,18.0,20596.0,88.0,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
279,1000,32.98,RENT,2300.0,695.0,21.0,11310.0,20.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
280,1000,32.98,RENT,4666.67,669.0,36.0,26558.0,72.6,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
281,1500,32.99,RENT,5416.67,695.0,31.0,12210.0,83.1,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
282,1000,33.08,RENT,8333.33,695.0,21.0,2819.0,58.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
283,1000,33.08,RENT,4500.0,695.0,14.0,16890.0,60.8,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
284,1000,33.08,MORTGAGE,7583.33,669.0,28.0,776.0,9.8,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
285,1000,33.14,MORTGAGE,4250.0,695.0,45.0,8035.0,37.9,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
286,1000,33.15,RENT,3500.0,650.0,9.0,0.0,0.0,2.0,LAST FIVE,JUST NOW,0_TO_4_YRS,Delinquent
287,1000,33.15,RENT,2800.0,695.0,12.0,832.0,46.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
288,1050,33.15,MORTGAGE,5083.33,732.0,40.0,6195.0,30.5,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
289,1000,33.17,MORTGAGE,7250.0,695.0,18.0,5742.0,55.2,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
290,1000,33.21,RENT,2916.67,695.0,4.0,2731.0,60.7,0.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
291,1000,33.21,RENT,2900.0,695.0,27.0,4641.0,77.3,2.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
292,1000,33.28,RENT,2500.0,732.0,14.0,22802.0,88.7,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
293,1000,33.3,MORTGAGE,2750.0,695.0,10.0,13781.0,65.8,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
294,1000,33.36,RENT,1416.67,669.0,1.0,984.0,98.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
295,1600,33.41,RENT,2200.0,770.0,10.0,1111.0,12.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
296,1000,33.42,MORTGAGE,3000.0,695.0,19.0,6233.0,54.2,2.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
297,1000,33.42,RENT,4166.67,669.0,29.0,5575.0,75.3,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
298,1000,33.45,RENT,2666.67,650.0,27.0,1636.0,16.7,2.0,LAST FIVE,JUST NOW,0_TO_4_YRS,Not Delinquent
299,1000,33.47,RENT,1600.0,695.0,19.0,379.0,15.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
300,1000,33.47,RENT,2333.33,695.0,13.0,1697.0,39.5,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
301,1000,33.47,MORTGAGE,2220.83,695.0,17.0,17080.0,44.1,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
302,1000,33.51,MORTGAGE,4166.67,695.0,20.0,0.0,38.6,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
303,1000,33.51,ANY,5416.67,650.0,5.0,1496.0,71.2,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
304,1000,33.55,RENT,4000.0,695.0,3.0,1682.0,90.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
305,1000,33.55,MORTGAGE,5833.33,695.0,48.0,9542.0,87.5,2.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Not Delinquent
306,1000,33.55,RENT,4500.0,669.0,23.0,6745.0,63.6,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
307,1000,33.55,RENT,3500.0,695.0,24.0,12422.0,41.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
308,1000,33.62,RENT,2000.0,695.0,19.0,2533.0,38.4,0.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
309,1000,33.64,RENT,2502.92,695.0,11.0,18154.0,91.2,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
310,1000,33.69,MORTGAGE,2333.33,669.0,10.0,7793.0,66.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
311,1000,33.69,RENT,935.0,669.0,17.0,3285.0,26.9,1.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
312,1025,33.73,RENT,1000.0,695.0,10.0,440.0,11.9,3.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
313,1000,33.73,MORTGAGE,3744.0,695.0,21.0,5995.0,93.7,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
314,1000,33.73,RENT,3166.67,669.0,15.0,11503.0,78.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
315,1000,33.78,RENT,3500.0,669.0,15.0,11189.0,86.7,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
316,1000,33.81,RENT,6083.33,695.0,17.0,1281.0,42.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
317,1000,33.81,OWN,4333.33,695.0,20.0,888.0,22.2,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
318,1000,33.81,RENT,6250.0,669.0,11.0,0.0,70.94,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
319,1000,33.81,MORTGAGE,3333.33,695.0,26.0,10436.0,83.5,4.0,NEVER,LAST TEN,10_YRS_PLUS,Delinquent
320,1500,33.84,RENT,5000.0,695.0,32.0,11776.0,81.2,2.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
321,1100,33.85,RENT,2916.67,770.0,14.0,1012.0,1.8,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
322,1050,33.89,RENT,4500.0,695.0,10.0,8670.0,96.7,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
323,1500,33.89,OWN,1750.0,695.0,13.0,437.0,29.1,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
324,1500,33.89,MORTGAGE,3333.33,695.0,16.0,6243.0,68.6,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
325,1000,33.91,RENT,845.0,695.0,10.0,6487.0,94.0,2.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Delinquent
326,1000,33.93,RENT,1400.0,695.0,3.0,9324.0,56.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
327,1000,33.93,MORTGAGE,7333.33,669.0,21.0,30435.0,93.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
328,1000,33.94,RENT,6250.0,695.0,13.0,3090.0,68.7,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
329,1000,33.94,MORTGAGE,4000.0,695.0,12.0,2093.0,36.1,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
330,1000,33.94,RENT,4166.67,669.0,16.0,531.0,44.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
331,1000,33.94,RENT,1500.0,669.0,20.0,1411.0,18.6,1.0,LAST FIVE,LAST TEN,0_TO_4_YRS,Not Delinquent
332,1000,33.94,MORTGAGE,4433.33,669.0,15.0,8260.0,77.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
333,1000,33.94,RENT,2925.0,669.0,17.0,9219.0,73.1,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
334,1000,33.94,RENT,6333.33,695.0,16.0,3808.0,97.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
335,1000,33.94,MORTGAGE,8333.33,669.0,24.0,12304.0,40.6,2.0,LAST YEAR,NEVER,PRES_NOT_EMPLOYED,Delinquent
336,1000,33.94,RENT,2500.0,669.0,19.0,7810.0,75.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
337,1000,33.97,RENT,1000.0,695.0,8.0,4352.0,62.2,1.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
338,1000,34.05,MORTGAGE,2500.0,669.0,7.0,2031.0,34.4,0.0,LAST YEAR,LAST TEN,0_TO_4_YRS,Not Delinquent
339,1000,34.11,RENT,2400.0,695.0,4.0,2992.0,71.2,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
340,1125,34.12,OWN,3083.33,770.0,22.0,3935.0,13.5,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
341,1500,34.13,RENT,2140.83,695.0,18.0,1245.0,37.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
342,1500,34.13,MORTGAGE,2750.0,695.0,42.0,2083.0,26.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
343,1000,34.17,RENT,2900.0,695.0,9.0,466.0,46.6,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
344,1000,34.17,RENT,1000.0,695.0,4.0,479.0,95.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
345,1000,34.17,RENT,980.0,695.0,5.0,353.0,70.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
346,1000,34.17,RENT,2080.0,695.0,11.0,4736.0,68.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
347,1000,34.17,RENT,2925.0,669.0,28.0,11615.0,93.7,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
348,1000,34.18,RENT,5000.0,695.0,11.0,5630.0,62.6,1.0,LAST TEN,LAST TEN,0_TO_4_YRS,Not Delinquent
349,1000,34.18,RENT,7250.0,669.0,6.0,3596.0,65.4,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
350,1000,34.18,RENT,1085.0,669.0,9.0,1063.0,40.9,3.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
351,1000,34.18,OWN,2333.0,669.0,9.0,4785.0,68.4,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
353,1000,34.23,MORTGAGE,5811.92,669.0,17.0,9795.0,95.1,2.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
354,1000,34.27,RENT,4166.67,669.0,18.0,5180.0,60.9,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
355,1000,34.29,RENT,3200.0,695.0,7.0,652.0,81.5,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
356,1000,34.31,RENT,583.33,695.0,3.0,2252.0,86.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
357,1000,34.31,RENT,1666.67,669.0,6.0,3449.0,69.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
358,1000,34.31,MORTGAGE,6833.33,669.0,24.0,1247.0,36.7,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
359,1000,34.31,RENT,3750.0,669.0,17.0,7153.0,53.4,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
360,1000,34.31,RENT,5379.0,669.0,22.0,897.0,69.0,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
361,1500,34.31,MORTGAGE,3833.33,695.0,18.0,2036.0,40.7,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
362,1000,34.31,RENT,2455.25,669.0,25.0,0.0,0.0,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
363,1000,34.31,RENT,1416.67,669.0,23.0,9231.0,44.6,2.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
365,1000,34.33,RENT,1250.0,669.0,27.0,6553.0,96.0,3.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
366,1000,34.39,MORTGAGE,4166.67,695.0,24.0,6519.0,98.8,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
367,1000,34.47,MORTGAGE,2600.0,695.0,4.0,681.0,52.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
368,1000,34.48,MORTGAGE,3549.0,669.0,16.0,12161.0,95.8,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
369,1000,34.5,RENT,985.0,695.0,11.0,200.0,66.7,1.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
370,1000,34.5,RENT,1534.0,695.0,8.0,2510.0,83.7,2.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Delinquent
371,1000,34.5,RENT,3400.0,695.0,21.0,11857.0,91.2,1.0,NEVER,LAST TEN,5_TO_9_YRS,Not Delinquent
373,1000,34.5,RENT,2083.33,669.0,6.0,2801.0,73.7,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
375,1000,34.5,RENT,4166.67,669.0,18.0,4949.0,45.3,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
376,1500,34.51,MORTGAGE,4000.0,695.0,25.0,7618.0,49.5,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
377,1000,34.53,RENT,3200.0,695.0,16.0,9174.0,86.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
378,1000,34.53,MORTGAGE,6166.67,669.0,41.0,21035.0,73.5,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
379,1000,34.54,RENT,833.33,669.0,6.0,437.0,9.7,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
380,1000,34.54,RENT,5166.67,695.0,5.0,1914.0,44.5,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
381,1000,34.57,RENT,2916.67,669.0,10.0,805.0,38.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
382,1000,34.57,RENT,2750.0,669.0,32.0,251.0,83.7,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
383,1000,34.59,RENT,1858.0,669.0,11.0,1969.0,89.5,2.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
384,1600,34.59,RENT,2500.0,695.0,13.0,382.0,8.9,0.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
386,1500,34.6,MORTGAGE,6346.67,695.0,35.0,19465.0,72.9,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
387,1000,34.63,RENT,2000.0,669.0,18.0,3966.0,94.4,0.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
388,1000,34.63,RENT,984.0,669.0,11.0,3547.0,40.8,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
389,1000,34.65,RENT,850.0,695.0,4.0,216.0,21.6,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Delinquent
390,1000,34.65,RENT,1020.0,669.0,5.0,5351.0,42.8,3.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
391,1000,34.65,RENT,3083.33,669.0,13.0,3150.0,54.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
392,1000,34.68,RENT,1440.0,650.0,22.0,2484.0,35.4,2.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
394,1000,34.78,RENT,3330.0,695.0,15.0,170.0,15.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
395,1000,34.78,MORTGAGE,6000.0,669.0,15.0,1652.0,33.7,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
396,1000,34.78,MORTGAGE,2500.0,770.0,41.0,1745.0,2.0,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
397,1000,34.8,RENT,3166.67,695.0,9.0,16298.0,95.3,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
398,1000,34.8,OWN,2300.0,695.0,4.0,758.0,58.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
399,1000,34.8,RENT,4666.67,669.0,7.0,27502.0,88.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
400,1000,34.8,MORTGAGE,2696.0,669.0,18.0,770.0,10.8,3.0,LAST YEAR,LAST TEN,10_YRS_PLUS,Not Delinquent
401,1000,34.8,MORTGAGE,4416.67,669.0,23.0,7561.0,59.4,3.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
402,1600,34.89,RENT,5933.33,732.0,16.0,30721.0,80.0,1.0,NEVER,NEVER,10_YRS_PLUS,Delinquent
403,1000,34.95,RENT,3300.0,669.0,10.0,12118.0,97.2,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
404,1000,34.95,RENT,3900.0,669.0,29.0,7507.0,99.6,1.0,LAST FIVE,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
405,1000,34.96,RENT,4000.0,669.0,22.0,0.0,0.0,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Delinquent
406,1000,34.99,RENT,1333.33,669.0,4.0,5802.0,70.1,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
407,1000,35.07,MORTGAGE,10250.0,669.0,26.0,22522.0,74.0,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
408,1000,35.14,RENT,2000.0,695.0,15.0,3968.0,94.5,1.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
409,1000,35.14,RENT,2083.33,669.0,20.0,1916.0,95.8,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
411,1000,35.2,RENT,2500.0,650.0,15.0,10125.0,90.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
412,1000,35.31,MORTGAGE,2666.67,669.0,31.0,0.0,0.0,0.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
413,1000,35.31,RENT,1200.0,669.0,12.0,729.0,72.9,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
414,1000,35.31,OWN,1440.0,669.0,10.0,4431.0,70.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
415,1000,35.31,MORTGAGE,3810.6,669.0,14.0,8322.0,88.5,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
416,1000,35.31,RENT,2333.33,669.0,23.0,6524.0,81.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
417,1000,35.32,RENT,1000.0,669.0,7.0,0.0,0.0,1.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
418,1000,35.32,RENT,1200.0,669.0,11.0,1875.0,76.8,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
419,1000,35.32,OWN,1860.0,669.0,5.0,4455.0,99.3,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
420,1000,35.38,RENT,3375.0,669.0,4.0,8920.0,99.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
421,1750,35.39,MORTGAGE,1147.92,770.0,10.0,9470.0,40.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
422,1000,35.45,RENT,1183.33,650.0,20.0,7400.0,77.1,3.0,LAST TEN,JUST NOW,0_TO_4_YRS,Delinquent
423,1000,35.5,RENT,1200.0,669.0,8.0,2924.0,81.2,1.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
424,1000,35.54,RENT,2500.0,669.0,5.0,10667.0,88.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
425,1075,35.57,RENT,625.0,669.0,10.0,5168.0,84.1,4.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
426,1000,35.79,RENT,2083.33,669.0,13.0,6653.0,88.7,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
427,1000,35.79,RENT,1666.67,695.0,5.0,1131.0,49.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
428,1100,35.83,MORTGAGE,1167.0,695.0,5.0,1032.0,9.5,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
429,1000,35.85,RENT,2083.33,669.0,4.0,1559.0,97.4,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
